再次出发之纽约遇见你的评论：
Once,20,初中时候看的，然而并不喜欢这种风格
漫不经心的人心,10,日漫和囯漫，比较喜欢囯漫
chan,20,能让我快进的一般都不喜欢
Danys ┇┇ 蓄须专用,20,２０１６秋天陪汪汪再看一次，确实有想象力。但已没有最初的惊喜了。叔已老了么。。。
三木木淋,10,不好看，浪费时间，还没有《奥特曼》《数码宝贝》《柯南》《宠物小精灵》《火影忍者》好看
鲁路修cy,10,看不懂跟风五星  剧情好几个细节令人不适
【糖】,20,这，到底想表达什么？...
y_ui,10,我真不明白这部有什么好看，宫崎骏的东西我只喜欢萤火虫之墓（还不完全是他得，还有魔女急宅便，其他的就是。。，这有什么好看的。。
嗨，小诺,10,【给影片5星，给良心1星】虽然影片值得一看，但2001的影片时隔18年再搬出来在“中国巨幕”上映，看的是情怀还是资本？
北归鸟,10,为啥我感觉这么垃圾，
SS宝er,20,"boring...i tried twice, but neither time did i manage to finish watching it."
麦子,20,宫崎骏的故事风格实在不喜，出于尊重多一星吧
夏虫不语冰,20,宫崎峻的片子都不喜欢。高桥薰（应该是这么写吧）的都很喜欢。
小豆子,10,牛逼吹到天上有地下无的。结果画风超难看，故事情节无聊。。还找了明星来配男女主，真是够恶心的。几十年前的还翻出来赚一笔钱，浪费了我6块。
气度影响格局,10,并不认为有多好看，看到最后也不知道作者想表达个什么。Ps:为了等人电影院连看两部电影我也是没谁了
寄居蟹,20,这种电影我不知道为什么有人觉得好看啊 低级内涵低级象征 此类电影一看就懂也叫内涵吗
粗糙的大手,20,有的时候寓意太明显，有种导演低估观众智商的感觉。当然还是有很多我没看懂的地方
~Bayonetta~,20,小时候看的。。。说实话不太喜欢~没有打动人的地方。
拒绝沦为中美国,10,2015年才看到有人揭露，里面有共济会的全视之眼。难怪宫崎骏的动画片都有很多让人感觉不适合少儿观看的气氛阴暗阴森的画面，原来是被共济会控制的作品。果断1星差评！并且总结出了快速判断一个人或作品是否被共济会控制的方法：凡是南方系媒体对其吹捧炒作的，有很大概率是。
zing,20,当年看还没什么感觉，莫非年纪太小看不懂？
黑炭,10,和幽灵公主一比，就是一坨屎啊
時雨弾正,10,为什么没有零分或者负分选项啊，或许是画风的问题，女主长得太恐怖，让我想起小时候见过的死婴，噫……而且故事也是巨俗套的救风尘
安懿,10,完全get不到这种片为什么会被捧成神，剧情毫无逻辑，人设莫名固化，就是小女孩以以我为主天马行空的历险幻想。女主就是个单纯善良的人设（这个年纪不单纯善良那得多恶)，跟爸妈走进一个隧道，爸妈就变成了猪，为啥爸妈吃了东西她没吃？然后有个叫小白的帅哥来救她，给她指引，主角光环一路遇上的全是好心人，老爷爷服务员都为了她破了例，汤婆婆这边叽歪了一下也同意雇佣她，河神来了一顿作呕般的洗浴，莫名成为洗浴店功臣，无脸男无条件对她好，巨婴也只喜欢她，连钱婆婆也对她好，这是玛丽苏鼻祖吗？最后忽然冒出儿时的琥珀川救了白龙，两人升格为爱情，这爱也来得太儿戏了，我还以为就是小男孩小女孩的友情……鸡汤好歹得有鸡啊，都是寡淡无味的汤，用再好的锅炖也没营养
ekling,10,简单清新 不过在我看来稍微有点松散了
姑苏2018,20,原谅我真的没看出哪儿好看
时时刻刻,20,"this is a japanese film,so a easy reason,I dislike."
雨妖,20,看的第一部宫崎骏动画。这么多年，对他的画风总是喜欢不起来。其实不只宫崎骏，还有那些以好莱坞为代表的合家欢动画，也从来不是我的菜，所以几乎从来不看动画电影。一直以为，只有《高达》《变形金刚》《龙珠》《圣斗士》《战国魔神》《太空堡垒》这样的故事才值得用动画去表现，这次看了《千与千寻》再一次坚定了我的想法。完全不理解电影在讲什么，或许，除了喜剧和颜值，我还是更喜欢黑暗一些的故事。
颿,10,2011年首刷，20190629和弟弟在四通影院二刷，看哭了三次：千寻给白龙喂苦丸子，小玲在河上车轨边冲千寻喊收回说她笨手笨脚的话，白龙最后告别松开千寻手那一下犹豫。
佚之狐L,20,没文化，看不懂
來自咖喱星,10,妹妹很喜歡 以前陪她一起看的
FrenzyV,10,一秒种，爹妈变怪兽，傻逼啊！！！！！！
半眉公子,20,其实看过宫崎骏所有的动画，不知道为什么最受追捧的《千与千寻》和《哈尔的移动城堡》我却都不怎么喜欢
貓与蜀葵,20,"只能说一般化。
里面的人物造型和场景描写真的是天马行空，日本的文化在里面掺杂的较多。白龙和千寻的爱情故事，挺喜欢千寻这个女孩子，善良单纯。没太明白这部电影里宫崎骏要讲的什么意思。可能看的太随心了吧？没有太多感动的点，有机会以后再看一遍吧！"
绒绒衣,20,即使是宫崎骏也想说，看电影看到了一丝功利心：贪吃成猪、必须要工作才有价值，明明是非常大人的视角，却一定要装在小孩身上，像是非要讨人原谅的忏悔。既不纯真也不深刻。
光影迷恋,20,动画实在难以恭维，音乐值了2星
随喜,20,这是多年之后又看了一次。第一次的时候太困看得迷迷糊糊，这一次很清醒，但还是没看出太多意味。看有人的影评逐帧分析，也是眼睛冒火，感觉不得要领。目前为止，除了哈尔城堡，宫崎骏给我的感觉是故事情节无敌简短，有些纯真春节的东西，人物关系可能也体现了这一点，善恶爱憎似乎都不是很重要。WOT
Clemence,20,2.6分。部分情节不清不楚，看的时候伴随的恐怖和恶心。。评分最不靠谱的几部之一
心想事成不内耗,20,跟前夫看的好像，有点无聊，后来看好多公众号文章有提到幽灵的故事，人生就像是在公交车上，会遇到很多人，但是都不能陪你走到最后。
_C_K______,10,恐怖片。。。
不开心的皮尔斯,20,童年时吓着我了
Tide&Echo,20,宫崎骏衰落的开始。
LITM,20,没多大感觉啊，看了下影评还是没多大感觉。最近想把这些据说正能量的过下。会不会是评论极大的提高了自己的期望值，而最近看电影其实都是不停拖过去的。也许正能量好片是要慢慢体会的
Center Wong,20,不能忘记名字，因为忘记了名字就会忘记一切
Miss黑桃,20,没有人有跟我一样的恶心到死的感觉么！！！
垃圾兔,20,恐怖片!!!!! i dont like it!!!!!
碧落是孤独的孩子,20,谁能告诉我为啥这片被捧得这么高
。小豆。,20,看不懂
李凡,20,看了开头，鬼故事一样，好无聊的睡了，无爱
已注销,10,这给我气的！and不喜欢就是不喜欢
启yd,10,"cctv-6在放,就顺便看,对宫崎骏完全无感."
李子王,10,国内上映的时候看的，无法带入。毫无感觉，剧情、音乐、画面，无法过多的评价，因为带入不进去，全程上帝的俯瞰，心态不对。动画本身也没有任何能调整这个心态的亮点。。。。
liu2008wer,10,没有老子拍的《万与万寻》好看
亻壬,10,看不懂，哪有意思？
小霸王,10,这就是传说中的宫崎骏？就这9分？我想问为什么，整个一动画片的穿越剧，没有一点逻辑卧槽负分滚粗
Mr.D,10,人物造型很卡哇伊，只是自己一直对这种奇幻题材不很感冒
Justin1881,20,没看懂～宫的片子总是看不懂～
音乐梦想家帆,20,不喜欢，背后的含义太深，目标观众是日本本土的人。一直不喜欢宫老头。
Vintage_S,20,看睡着了~~~~(>_<)~~~~
yanggzz,20,观于丰台永旺。只看到了各种妖怪，不知道为什么打，白龙是怎么回事。没有精神核心。我看完还以为这只是个续集
娜娜是也,20,"其实从来没有认真看过，这部被说了这么多年的神作。居然又上映了。看之前我有预感可能我get不了，果然有几点引起了我的不舒适：
叛逆的女孩就是可以处处有人照顾;
河神来洗澡的路上，令人作呕的声音;
无脸男无节制的吃东西;
还有我最讨厌的苍蝇嗡嗡的声音一直在电影的后半截出现。
所以，我崩了，没有get到这部神作的点。只能给两星。"
接近神的猫,20,朋友极力推荐，我看完没有感觉。。。。。日本的片子向来都是这种风格的嘛。。。
純真,10,狗屎。一星給音樂。
牙齿冒汗,20,这种动画片真的没什么意思，故事性不行，也缺乏一些奇观效应。
canopus1921,20,非专业的配音和专业的演员们 配不上这公认的佳作 来中国挂档就是晚节不保
红掌拨清波,10,原谅我的无力欣赏
苏洛,20,真的对动漫提不起兴趣
Mr.Orange,20,应该是我不爱看动画片吧！
飘蓝,20,没什么特别的印象。
初丁容容,20,我不是恶意打低分的，但是我真的尝试了四次都看不下去千与千寻这片子，白龙是很好了啦，但是整部作品我说不出来的感觉，就是不喜欢
bba34,10,抄袭某香港动画
鸟甲,20,New Haven，校影院
Simple•生,20,与想象中落差太大，我不适合看日本的动画长片。。。
GAS,20,其实宫崎骏的动画片，我真的没有看懂
lee,20,看不懂
zhengzhong,20,宫崎骏的每一部电影我觉得都像恐怖片。
多拉美,20,"瘸烂的大人，痴肥的巨婴,不工作就会变猪，吃太胖就会被杀掉，要有礼貌，要永远记得自己的名字，不然就会找不到回家的路~~~"
一直在成长,10,个人觉得过誉了，缺点很多，场景阴暗迷乱，人物稀奇古怪，故事支离破碎，情节一团乱麻。明喻暗喻夹杂太多，生硬牵强，莫名其妙，看完只觉得压抑和无趣，成年人果然欣赏不来奇幻，如果是拍给儿童看的，多些简明轻快愉悦不好吗？这档次跟大闹天宫、哪吒闹海、天书奇谈有得比？
没事挠头,20,实在是看不出好在哪，内心太坚硬了吧。等哪天脆弱的时候再看一次吧。画风也令人生厌，唉……居然豆瓣前十，难以置信
湖滨,20,反正我不喜欢动画片
Hj,20,4分，不知道在说啥，画面还是可以的
巅丨峰,20,"影片很多细节没交代让我看得云里雾里，如这个灵异小镇是怎么运作的，河神哪里来的，工人和客人是怎么分的，以及最后千寻如何知道猪里面没有她父母。作为一个偏理性的人，实在受不了。
对于本片的精神内核我也没有共鸣"
猫粑粑先生,20,说实话，挺无聊的，不至于吹成这么高。
无聊的曙光,20,看完没什么感觉，这个画风不太能接受
许我向你看,20,就……比较困吧 也没看出啥那么大的深意
人白白做,10,我看这部片子四次睡着四次，两小时的片子到现在只看了1小时，觉得很无聊，完全不知道这个梗。
木山草,20,果然不适合动画。不要忘了初心。
哎呀,20,在看的过程中在想：啥时完啊！看完以后心想：终于完了！
尖叶木犀榄,20,"俗的很，出现什么元素都能猜出寓意，连人物都是批量生产的，除了男女主角，剩下也就钱婆婆算有点意思，锅炉爷爷、小玲不就是所谓的NPC。黄金带来的贪婪元素、垃圾带来的环保元素、美食和暴食、人的身份一三四等，这种写烂的东西又找不出什么新思路，此电影实在找不出什么优点。

《天书奇谭》、《大闹天宫》、《哪吒闹海》电影哪个比它差呀。

另外，画风比起现在的日本动画电影缓和许多，观感还是可以的。该电影的配乐没注意，导演的其他配乐听过，是很不错。"
软柔暖,10,无感，爸妈太操蛋
赛瑞,20,你们成年人对小（女）孩进行的客体化浪漫化想象（意淫）真是让我浑身膈应。一想到进行这种想象的人是个男老年人就更膈应了。呃啊。
李 直气壮.,20,哎，记得第一次看这种动漫是《哈尔的移动城堡》，当时还觉得纯真美好，真善美。但是吧，慢慢看着看着就发现，什么《铃芽之旅》还有这部片子，怎么说，设定都有点太过于童真化了，都是那种男女主命中注定菜如何如何发生的故事，虽然其他故事背景，情节走向不尽相同，但无一例外地都是主角光环太过沉重。一部两部还行，但是多了就会发现，凭什么？仿佛整个世界都围绕着主人公在转，虽说我本身也很中二，但真的有一说一，可能是我还不会欣赏吧，或许已经是快要成年了，反正我觉得只是不那么真实。而且主人公身上也没有什么过人的品质，这么多部下来，无一例外的都是男主天生神力，骁勇善战，女主可爱美丽，傻白甜，无论对谁，都是一股近乎没有脑子的善良，或许对小孩来说并非不好，但我却只是想起了孔夫子的一句名言：”以德报怨，何以报德？”
跨﹏时 、代,20,这也是一部评价很高，我却无感的片子
、Fancy,20,完全不知道在拍些什么...宫崎骏的动画片只是不断的让我感到莫名其妙，毫无头绪。很多地方似乎有隐喻，实际上却又没有。就算是故事，那也实在是不够完整。感觉和诸位并非活在同一个世界。
BUO,20,我不喜欢这种调调的片子，有的人看出了一二三四的精彩，我看出了一二三四的作者的邪恶，这没什么好争的，我从来不喜欢宫崎骏假腥腥的高大上。#还有G多##电影#
do it～,20,一段奇异的儿时幻想的动画呈现。很多后来成为有名形象的人物：汤婆婆，无脸男。因为父母没有敬畏神灵而导致的一场奇幻旅行。很多东西不讲究逻辑 一切都是童真童趣来支配23.4.1
多墨不转晴,20,喜欢那个戴着面具的家伙。除此之外……真心没感觉。。
正在看牡丹,20,不喜欢
星空下有海,10,讲真非常一般，感情线莫名其妙，一下子就爱上了。那些比较深的隐含意义植入太僵硬了，比如吃成猪、河神身体里是一堆垃圾，一眼就看得出来想表达什么引申义。没看出来为啥吹得分这么高，只感觉浪费了两小时。
西部大镖客,20,搞不懂这部为什么评分这么高？宫崎骏最好的三部分明是风之谷，天空之城，红猪。
Matrimandir,10,第一次大银幕上看，坐如针毡。小时候没有看也没回忆可触动。
谁,10,i don’t get it…😅😫🥱🥱🥱🥱😴😴😴
.zhu,10,抱歉，我真的看不懂，而且那些怪物真的很恶心。
谙,20,"睡着了2次...到底好在哪里? 是我的童真已逝, 还是我的审美死了, 亦或者暖气开大了?"
Sophia,10,很好，不带脑子看会被感动哭，但凡带点脑子都会知道这就是玛丽苏➕霸总！女主的真爱男主，爱而不得尽心讨好的男二，还有又笨又懂得如何在妖魔鬼怪的职场上（暂且这么说，意思大差不差了啦）什么该说什么不该说的生存规则的满身光环且没有人不喜欢且不爱的早恋小孩女主！再说剧情哇，烂透，人设没新意，画风丑的要死，全靠童年回忆？这玩意也不能给小孩子看啊，又丑又恶心还早恋的动画片给小孩子看？你有病
加载中请稍后,20,除了音乐和画面，找不出可圈点之处。还好不是中国出的，不然要被骂惨了。无法理解哪些打5星的到底着了什么魔。
lulunana,20,我真的没有很爱这部戏.......
渚薰,10,除了画出来的魑魅魍魉都很恶心瘆人以外，实在是感受不到任何特别之处，只是不明所以的冗长乏味而已。
恰巴耶夫,20,可能我对日本动画不太感冒吧，确实看不下去。
莫歌,20,西语老师强迫观看，否则我绝不会让我的眼睛瞥一眼宫崎骏。他的动画永远充斥着恶心的诡异和愚蠢的纯真，千篇一律。没错，我厌恶宫崎骏，如同厌恶张国荣。
..elv,20,不知道无脑吹什么卵蛋玩意儿，一直觉得这位老先生讲故事能力低下，前半截好好构建出来的体系，讲到一半就自我高潮不知所云狂塞私货，这种二畜写爽文一样的画风真是由来已久。
蘑小菇°,20,千寻。
枭雄离谱璞,20,看的时候闭眼，看完还是闭眼，看不下去
卡帕的空间,10,完全看不懂的一个动漫
北睛,20,这是个啥....我真的不知道为什么这么火。整个观影过程看得我十分无语。一星给配乐，一星给画面。剧情真的不能给。
忻小曦,20,这个世界充满了贪婪，孤独和压迫，但以善良温柔以待世界，世界也会拥抱你。故事主题温馨，制作还是比较精良。但剧本故事线逻辑破碎，人物动机性较差，各个隐喻的体现太无厘头不切实际，主角光环太重，而主题太过虚幻和美好，个人觉得还是适合孩子观看。
Bamboo,20,我不知道。。。我理解无能。。。觉得好简单。。画面也就还好，配乐也只是还好。。。
祝你早安,20,本来就对这类引进片无感，中影还不要脸的引进了，估计上半年没赚到什么钱，所以引进这些便宜的。。。
Sormio,20,前半段展现的世界观非常具有想象力 塑造了一个丰满又有趣的异世界奇遇 然而后半男主出现以后剧情基本就是儿童动画水准 低能又烂俗 看着恶心
玩物丧志,20,不知道为啥就是不太喜欢这类，不过制作确实不错
老公儿子在天堂,20,在讲什么啊 叙事不清 乱七八糟 迷幻的像大话西游 您们都是懂爱情的人
棒约汉子,20,应该借鉴了徐克《小倩》中的鬼市。
血刀老祖,10,平衡下，骗钱不分时间了
好好,20,有很多意味深长的隐喻啊，也表现了一定的童真和善。可或许我已早已不再是个孩子，只觉得故事实在与评价相当的其他电影差距极大，缺乏伏笔和铺垫，略显突兀。还是适合孩子看啊……表达的哲思极好，拍的也美，只是人物的多面性，和故事并未讲好啊……
天涯小龙哥,20,不行，还是欣赏不太来日本的动画
lintianjiao,20,小时候看过一遍，141207-08又看了一遍。反正看不懂，也不认可所谓的解读。。
葵葵甘,20,一点都不感人，没有让我懂得很多东西，但是我喜欢无脸男
夜风2004,20,内核混乱情节幼稚，甚至连吉卜力拿手的视听效果都不那么出彩，看得出宫崎骏在向好莱坞努力靠拢，结果弄出这么一个四不像
哦耶,20,总觉得有点虎头蛇尾
Vr,10,为什么恶人要让女角色当啊，尤其是那个钱婆婆，把她改成男的，然后让好人全部都当女的，这样还能形象与父系社会的对立
掺和最美,20,对日本动漫从来不感冒。。。剧情想宣扬一种什么情绪呢 十年前的我真的是无法了解的
nsaus,20,这其实是个环保电影吧。在大学的时候第一次看，中间在浴场打工的情节看的无聊的不行，只喜欢结局揭露小白龙身份的那段。现在看还是这样。没有龙猫的简单和纯真，显得套路了。
Mlle Q,20,——你为什么知道我的名字？——在你小时候我就认识你了，我的名字叫白龙。
喬,20,就这……
Days and moons,10,欺世盗名宫崎骏
。,10,只有我一人觉得“怎会有如此脑残的父母”么？即使这是个动画片。最大感受是不符合逻辑，都做父母的人了还随便乱吃别人的东西。是我老了？
高俊G字头,20,实在不是很懂！虽然大家都说是经典的动画片！情商不够吧！
新的一周又一周,10,不知讲什么，无聊
Monica﹏ღ,10,我是真没那个艺术细菌欣赏这样高深的片子，一点也不喜欢，赶脚会做噩梦。
momo,20,可能是我看的时候年龄太小，没有什么感触，也没觉得千寻和白龙之前有爱情，现在也没有兴趣再看一遍了
JET,20,配乐和一些气氛营造不错。
Jenny,20,看了三四次才看完😂😂😂感觉没什么意思，是我没看懂还是时代背景关系😂😂
hxdlb,20,想象力非常丰富的动画，整个影片也都在讨论人性和自然，只是不适合儿童看，满屏的让人恶心的怪物和惊悚的音乐，甚至让我看了以后连做了几晚噩梦。
Alice,20,反正当时没有看明白，现在也不明白寓意在何。是因为当时小？不知道，也没有什么兴趣再看了。
kissoswan,20,抱歉，最近对抄袭的态度越来越不好了，基本一票否决，很多年前我看了千与千寻，非常喜欢，这次重映并没有看，但是看到爱丽丝和千与千寻的对比，之前我并没有看过爱丽丝，这种感觉和听香港音乐一样吧
navyboys,20,不对胃口
囧囧有神,10,说实话，不是差电影，但是比不上宫崎骏以前很多电影，中规中矩的东西为啥那么高分？盲目崇拜吗？我要给这部电影降分。
画里,10,我觉得是恐怖片，真的不适合我看。
萨菲罗斯,10,穿越啦，奇遇啦，打怪啦，恋爱啦，温情啦，结束啦，老套路，2星最多，因为日本的，再扣一星，
大白小白很多白,10,十八岁的时候看这个确实觉得很没意思
語氷,20,給這麼一部無聊的動畫片生硬去賦予各種說教意義的臉譜，真是滑稽可笑。這個故事一點也不純真，而且很晦澀，真的適合少兒去觀看麼？以金熊獎標準看待，除了配樂之外，各方面都很差。
botong,10,这个电影是目前一周电影榜NO.1，不知道是我的审美观还是怎么回事？我与多数人的观点刚好相反。我说说我自己的真实感受，开始看到评分很高，特意买了电影票去电影院看的，而且看的很认真，感觉比所谓的一些大片好理解多了。看完的感觉就是一步动画片，带有一些讽刺和幻想，并不比国内的电影好在哪，不知道为什么那么多国人在追捧，甚至这是十几年前的电影拿出来炒的冷饭，还会如此受到追捧。难道就为了突出童心与成人之间的矛盾吗？反正我是从开始就猜到了结尾。
六月,10,你想教会别人如何在这世界中生存，但是你描写的世界又哪里有生存的希望，我懂这电影的讽刺节奏也很好。但是如果世间全是这种事真的没有活下去的动力
学西语的孔老客,10,看了很多评论，都觉得跟剧情本身有很多矛盾的地方，过度解读并只解读自己认为对的地方
Bearbeartomato,10,第一次看这个电影的时候，我没看懂，后来我又尝试第二次看这个电影，我仍然没看懂。
飞扬小小宜,10,第一遍看得我一头雾水 节奏太不对我胃口了 看完解析 只能说这不是我喜欢的电影…
=。=,20,可以说是大失所望了。女主光环太严重。一开头千寻胆小到都不敢进洞口。之后，她的父母在吃肉的时候她居然敢一个人跑出去瞎逛？她在问汤婆婆要工作的时候，她一个人在那边大吼大叫就可以找到工作？我要是汤婆婆我早就把她变成小猪了。还有为什么那个红衣姐姐在第一眼见到她的时候这么讨厌她。一面完试出来她就喜欢她喜欢的不得了。动机呢？逻辑在哪里？素未谋面小白龙为什么帮她？无脸怪为什么帮她？一分只能给那一点点创意和治愈的音乐了。整部剧都在围绕千寻的善良和人的贪欲。很搞笑。我也是看到后面才感受到这份善良。一开始我看出来的就是一个笨手笨脚的人设。前期铺垫不够，很多动机都没交代，让人感觉逻辑不严谨。名字这个点其实可以做的更出彩。
money3342,20,这是宫崎峻作品之中画风较丑的作品～
逃跑和抓捕,10,就像是千寻坚守着人世间仅存的温暖与爱
TellTale,10,充满邪恶
chiasmos,20,这对爸妈真傻逼 乱跑还乱吃 废弃那么久的游乐园里的东西也敢吃？故事完全无感 没哭没笑没波澜 两星给美景！白龙关灯那一瞬间格子窗的光线变化太戳我了！！我反反复复看了好几遍！！2022.2.26. 9.30pm Saturday sh
小蜘蛛,10,"我打一星的原因很简单，这部电影把当时年幼的我吓得不轻，好几天晚上没睡好觉。哪怕上百度搜都能看到这部电影适合年龄是6+，但它荒唐和所谓奇幻，传达出的荒诞的恐怖绝对不适合小孩看。
宫崎骏很受赞誉，因为他以成年人视角傲慢的揣度孩童的世界，认为孩童的想象就应该如此，就应该是毫无逻辑的荒谬，所以大人们称赞宫崎骏富有想象。但试问哪个人在小时候会幻想自己的父母变成暴食的猪，会想象丑陋的不合理的生物和几乎下一秒就会融化的躯体？宫崎骏描绘的不是孩子的想象，他所传达的高深道理也并不适合小孩"
小七的盛夏光年,20,这么高分的电影于我没有共鸣，触不到我的内心，很平淡的一个故事！
美丽人生的评论：
Pearciac,20,恶俗、经不起推敲的细节，俗气无比的结构，满嘴跑火车的男主加上智商为0的德军，难怪频繁出现在“最过誉影片”之列。我不会说我分了两次才看完，其中还忍不住关掉一次，换成【八部半】看了半小时。
沙鸥,20,"我不是很能接受严肃题材喜剧化的处理手法，我明白导演以喜剧写悲剧的意图，但我感受不到其中的力量。男主的话痨和只放不收的粗糙表演严重影响了我对故事的共情，后半段的有些所谓浪漫桥段简直是败笔。
给痛苦涂上一层所谓温暖仍不能改变其为痛苦的实质，有时反而会掉入自己编织的迷梦之中，我宁愿清醒而痛苦地走向毁灭也不愿带着不明不白的乐观迎接死亡。
这是我为数不多的无法认同的经典电影，可能以后会有新的感悟吧。"
已别去年秋,20,我更喜欢《一个快乐的传说》这个名字。讲的是集中营里，犹太人父亲为了保全儿子所做的一切。但是我完全接受不了这种表现形式。讲犹太人，我更喜欢《辛德勒的名单》，讲父爱和牺牲，我更喜欢《完美的世界》。意大利人拍的电影，往往过度注重浪漫，漏洞却跟马蜂窝一样多。前半段有个别笑点，但是总体来说太聒噪了。后半段，从进了集中营开始，完全笑不出来了。哭也哭不出来，因为剧情到处都是漏洞，完全没法代入。同时，男主“胡作非为”那么久都没死，会让我产生一种“原来纳粹也没那么坏啊”的错觉，这部意大利片，算不算对纳粹的一种洗白？
豆友PNbPj5yJlI,10,犹太猪洗白片，果然有钱就可以为所欲为颠倒黑白👍👍👍
Konec,20,2020.01.05 4k修复影院重看 5-2-1 非常惊异甚而愤怒。后半段为了延续前半段的喜剧风格而选择继续用夸张的表演和谎言来对比掩盖或粉饰集中营的残酷，小男孩的存在如恶意炮制的美好幻想割裂着谎言的世界与本该更多凝视的苦难，到最后这种失效的幽默甚至使得那片雾中的骸骨山比周遭显得更像虚妄。死于机枪下的贝尼尼看似悲情却套路十足，结尾美国大兵开着坦克穿过着囚服的人群则更像是导演的献媚心切对受难者的又一次羞辱，令人哗然。
豪大看世界,10,电影是好电影，但是我讨厌美化恶毒的犹太人。太过虚伪。犹太人大概也没想到自己现在的人跟纳粹并没有区别！
厌火城主,10,这种当科幻片看就行，啥时候吹犹太人苦的时候都别忘了，鸦片战争就是这帮孙子往中国倾销的鸦片
momo,10,补。原来是洗白片，有钱有权就可以在全世界范围内为自己包装，想想我们自己，侵略国有照片还不承认历史呢，原来是因为我们老钟的铁拳不够重，抗日神剧能不能长点心，看看别人怎么拍片的
观影旅团,20,如果这是个真实的故事，我也许会给四星——问题是这不是啊！现实中哪有这样的美丽人生、坦克游戏，在二战中这样的犹太小孩根本不可能幸存，影片严重美化了战争，美化了种族主义和民族沙文主义。
我以为,10,所有歌颂犹太人苦难的片子都应该拒绝
色彩斑斓,10,男主神叨叨的表演看得我头疼.. 几度看不下去，故事太假了吧，高分到底怎么来的
九十岁的少女,20,你有多么坚强才能演这出童话 但我还是不喜欢你舞台剧般的肢体和语言
开心最重要,10,但是我看了巴勒斯坦父子被以军击毙的视频，一个是真实的视频而这是一部电影，讽刺
海本,10,这只是一部假的电影，却是巴勒斯坦人真正的现实。很难过，愿加沙平安！
阿七,20,太失望了。前面耍小聪明的戏精男主看得很不爽。唯一觉得是男主女主进入花房，小男孩从里面出来的转场很棒。男主可太吵了。以乐景写哀情，乐得有点过分了。不喜欢这种话剧电影。
斯凯迪歪,20,始终觉得这部片子做作
今晚看电影,20,今晚电影不推荐《美丽人生》，前半段简直就是叽歪滑稽的白日梦人生，偷东西+诈骗+小聪明的主角光环？后半段也没有拍出时代背景下的反差效果，失望，非常失望，BTW话痨≠有趣。
サラリーマン,20,一星给前半段的风光和美术，一星给配乐。已经活在一个过度保护的近“无菌室”环境里，再无法接受用谎言给残酷灾难裹上糖衣、用幻想麻醉痛觉神经，回避甚至歪曲美化严峻的现实问题（也是对罹难者尊严的践踏）。盲目而轻浮的乐观、自我感动和刻意煽情，也是一种恐怖主义——眼见尸横遍野血流满地，却都死得不明不白。任何时代的我们都值得知道真相，因为矫饰欺瞒最终并不会带来幸福。
_Esperanza__,20,3/10 前面或许还行，但后面我真的无法接受这样去处理集中营，无论如何都接受不了。
凉宫哈尔滨,10,真是被政治绑架的典范，一个九十年代的电影还在用几乎是六十年代的喜剧表演方式，老套而且无趣，真是不知道凭什么的戛纳评审团
衡山后学祝小芸,10,受害者终成加害者
baobao,20,主题是好的 父爱 爱情不多说  但是演技我真是醉的不行  整个过程几乎是一直不舒服  停下来几次看不下去 上网搜怀疑自己看的是不是同一部美丽人生 发现是  看豆瓣一个个那么高的评分 我也是无语了  主题再好 你得表现出来啊 这演技  过的不是一个头了 勉强自己看完 顺便说一下  感觉配乐也可以 背景乐
方可平,10,值得注意的是影片的前半，开场圭多坐在失控的汽车上行着假冒的纳粹礼穿过欢呼的人群，甚至盖过了傀儡国王的风头。他突然出现在本地民众的生活中，宣传着种族优越性，骑着刷上犹太标志的马带走了纳粹的未婚妻。前半的张扬与后半的主旋律存在叙事的断裂。圭多究竟是银屏上的纳粹迫害神话，还是新罗马的余孽？当这个叔本华哲学的信徒大摇大摆的走过广场时，背后的士兵是处决者还是送他躲避美国解放的保护人？镜头呈现的到底是出埃及记还是211基地？
疣猪彭彭,20,男主人设是话唠吧？太呱躁了！故事漏洞太多，'尤其是让儿子藏到那个铁盒子里面时，明明不远处就有官兵。还有带儿子混到孩子里面去，也太假了吧！对比（辛德勒的名单），完全不在一个水平。这个电影过誉了！
Hans Pond,20,干嘛扯上纳粹就偏要这番受人怜爱?人物表情总让我想起我朝臭名昭著的样板戏
小龙人orwell,20,说实话，我没觉得特别好。3.5。我又看了一遍，想搞清我是不是有没搞懂的地方。然后决定再减2分。这部电影喜剧结构！而把喜剧情绪放在现实环境下，显得根本不真实！我无法对根本不真实的东西有任何感受。
巴拉巴拉8,10,不得不说由大外宣做的透啊
祖国统一,10,屠龙者终成恶龙
夏洛酱゛,20,故事好压抑！！！！我怎么完全快乐不起来！！！
你不懂，我不教,10,我看了24分钟，如果我真能看进去的话，那我就是个像男主一样的白痴，这种愚蠢的跳脱的男主角还这么碎嘴子，我实在是看不下去，只能一星，相对于《辛德勒的名单》屁都不是
Die Katze,10,这些年看了两遍，这部片子完美的诠释了为什么后来以色列人要称呼死在集中营的犹太人为“小牛”
无所谓,10,电影是假的，可一个住巴勒斯坦的父亲安慰女儿说炸弹是烟花，这是真的！看见那个女孩天真的笑容，越是觉得这部电影的恶心！
steffens,10,冲着高分来的，剧情简介也看了，本来以为会很有意思，坚持看了一个小时实在看不下去了，断断续续把剩下的硬看完了，让我大失所望，我就想知道这片要是大陆拍，会被喷成啥样，具体可以参考潘长江的举起手来
